episode,reward,mttd,mttr,fpr,csr,compromised
1,-124.77,8,26,0.0284,1,1
2,-828.88,6,200,0.0228,0,0
3,-101.72,7,200,0.0245,0,1
4,-638.33,10,200,0.0190,0,0
5,5.71,8,8,0.0040,1,1
6,-21.24,5,55,0.0063,1,2
7,-4.89,13,25,0.0052,1,3
8,-31.27,43,200,0.0038,0,4
9,2.50,20,26,0.0023,1,2
10,-28.71,8,52,0.0073,1,1
11,-14.71,16,32,0.0079,1,5
12,3.40,10,32,0.0031,1,5
13,-9.12,12,32,0.0067,1,2
14,-23.47,9,39,0.0084,1,2
15,-10.25,6,16,0.0089,1,2
16,-4.80,7,30,0.0051,1,2
17,-8.39,14,44,0.0049,1,1
18,-13.32,8,68,0.0035,1,2
19,1.79,20,21,0.0051,1,2
20,-15.66,6,46,0.0047,1,4
21,-34.05,10,71,0.0072,1,1
22,-0.19,11,26,0.0052,1,3
23,-1.37,13,37,0.0028,1,3
24,-30.51,11,52,0.0064,1,2
25,-10.77,9,29,0.0033,1,1
26,-6.20,11,32,0.0053,1,5
27,-31.28,7,51,0.0081,1,2
28,-34.45,10,41,0.0095,1,2
29,-13.90,13,200,0.0042,0,6
30,-13.40,16,72,0.0040,1,2
31,-8.55,40,40,0.0040,1,1
32,-15.02,8,55,0.0047,1,3
33,-14.79,18,200,0.0006,0,3
34,-20.85,9,76,0.0037,1,3
35,-4.24,12,30,0.0047,1,3
36,-18.14,10,53,0.0050,1,1
37,4.70,8,37,0.0028,1,4
38,-8.16,35,39,0.0048,1,2
39,-2.07,6,26,0.0050,1,3
40,-40.90,9,109,0.0052,1,1
41,4.74,7,26,0.0013,1,3
42,5.93,16,18,0.0018,1,2
43,-13.72,12,65,0.0037,1,2
44,-11.87,14,50,0.0048,1,3
45,-19.83,19,54,0.0048,1,1
46,4.12,5,9,0.0073,1,3
47,-1.10,7,24,0.0039,1,2
48,-4.85,9,37,0.0035,1,5
49,-0.28,10,48,0.0023,1,3
50,-11.53,6,62,0.0031,1,4
51,-7.80,7,47,0.0044,1,1
52,-2.70,19,28,0.0032,1,1
53,-5.16,9,23,0.0079,1,3
54,-5.12,46,56,0.0031,1,1
55,-6.09,10,47,0.0030,1,2
56,-6.14,6,31,0.0043,1,4
57,10.75,7,14,0.0015,1,4
58,-14.46,10,75,0.0038,1,5
59,-12.03,10,30,0.0089,1,3
60,6.77,8,23,0.0015,1,5
61,-6.85,16,34,0.0065,1,5
62,-8.08,6,39,0.0056,1,5
63,-19.98,12,200,0.0081,0,6
64,-1.63,9,39,0.0017,1,3
65,-38.88,12,117,0.0041,1,1
66,-4.97,21,68,0.0029,1,3
67,-44.93,11,111,0.0047,1,1
68,-5.37,13,26,0.0050,1,2
69,-4.30,15,43,0.0033,1,3
70,-19.60,6,67,0.0030,1,2
71,-19.37,17,83,0.0031,1,3
72,-21.41,7,84,0.0027,1,3
73,-0.18,8,39,0.0026,1,1
74,1.74,8,28,0.0033,1,2
75,8.62,11,25,0.0019,1,3
76,-30.84,9,90,0.0048,1,2
77,5.56,13,18,0.0037,1,3
78,-2.14,14,28,0.0057,1,4
79,-7.12,8,53,0.0027,1,1
80,0.05,16,16,0.0071,1,2
81,1.91,11,40,0.0036,1,5
82,6.10,9,40,0.0002,1,5
83,-0.05,9,25,0.0049,1,4
84,-43.54,5,124,0.0039,1,4
85,0.11,9,34,0.0028,1,1
86,-7.40,8,54,0.0032,1,6
87,-8.41,18,43,0.0029,1,3
88,-4.56,5,47,0.0031,1,3
89,-6.82,24,26,0.0070,1,2
90,-2.67,14,46,0.0028,1,4
91,-18.20,22,90,0.0026,1,2
92,-24.94,10,90,0.0030,1,2
93,6.68,5,21,0.0014,1,3
94,5.85,8,15,0.0033,1,3
95,-13.73,21,59,0.0036,1,4
96,-4.66,10,26,0.0040,1,2
97,9.07,4,4,0.0000,1,1
98,-12.82,13,104,0.0019,1,2
99,-19.88,19,57,0.0040,1,1
100,-0.56,8,33,0.0030,1,2
101,-6.07,19,43,0.0033,1,2
102,-4.09,28,55,0.0031,1,2
103,-11.31,27,56,0.0031,1,2
104,-21.68,4,116,0.0024,1,1
105,-14.38,17,71,0.0032,1,4
106,-10.39,12,200,0.0039,0,10
107,-16.21,12,58,0.0033,1,4
108,7.02,4,4,0.0050,1,1
109,-44.67,25,141,0.0034,1,2
110,-11.16,11,82,0.0019,1,2
111,4.47,21,21,0.0027,1,1
112,-0.35,12,12,0.0061,1,1
113,-16.04,9,51,0.0049,1,2
114,1.05,22,40,0.0027,1,3
115,-38.07,10,75,0.0050,1,2
116,-9.33,11,200,0.0020,0,7
117,3.82,8,25,0.0039,1,4
118,-2.12,23,78,0.0016,1,1
119,1.78,12,23,0.0032,1,4
120,-11.07,15,200,0.0013,0,7
121,-4.24,6,39,0.0031,1,4
122,-9.93,39,39,0.0044,1,1
123,-9.46,11,70,0.0018,1,3
124,9.30,7,19,0.0021,1,4
125,8.24,17,19,0.0013,1,2
126,6.45,10,29,0.0007,1,3
127,-6.66,15,37,0.0037,1,4
128,5.74,9,20,0.0011,1,4
129,-0.91,19,30,0.0032,1,4
130,6.63,10,10,0.0032,1,1
131,-11.78,200,200,0.0019,0,5
132,-26.75,25,94,0.0045,1,4
133,-2.32,6,46,0.0041,1,4
134,6.56,13,23,0.0020,1,3
135,-4.24,5,17,0.0081,1,3
136,0.50,14,45,0.0017,1,4
137,-6.99,22,41,0.0038,1,4
138,8.25,13,16,0.0000,1,2
139,-11.76,12,66,0.0023,1,3
140,-0.15,9,43,0.0021,1,3
141,5.01,5,15,0.0037,1,4
142,-0.43,31,40,0.0013,1,2
143,-13.47,12,83,0.0030,1,4
144,-2.75,24,39,0.0024,1,2
145,-16.93,9,55,0.0049,1,4
146,1.54,18,26,0.0041,1,2
147,2.32,8,18,0.0043,1,4
148,5.14,13,21,0.0000,1,3
149,0.49,8,28,0.0021,1,1
150,-3.86,10,40,0.0031,1,3
151,5.59,12,25,0.0024,1,2
152,6.78,9,9,0.0031,1,1
153,6.95,4,4,0.0046,1,1
154,0.78,6,37,0.0028,1,2
155,-53.58,10,151,0.0037,1,1
156,5.73,8,21,0.0025,1,2
157,-11.57,4,80,0.0022,1,2
158,-7.62,10,61,0.0019,1,3
159,1.60,25,37,0.0003,1,2
160,-9.83,7,87,0.0028,1,4
161,-4.64,7,53,0.0019,1,4
162,1.13,6,25,0.0021,1,3
163,-7.88,13,54,0.0024,1,5
164,-5.18,8,70,0.0020,1,3
165,-14.20,18,80,0.0026,1,5
166,-8.63,9,63,0.0021,1,4
167,2.25,21,23,0.0035,1,1
168,-0.29,17,30,0.0033,1,4
169,7.19,7,32,0.0004,1,4
170,-6.00,12,74,0.0023,1,2
171,1.89,8,17,0.0028,1,3
172,-7.60,28,69,0.0020,1,2
173,8.88,4,4,0.0025,1,1
174,-3.98,7,48,0.0024,1,3
175,-23.34,9,94,0.0023,1,2
