episode,reward,mttd,mttr,fpr,csr,compromised
1,-125.29,7,33,0.0247,1,1
2,-91.01,7,22,0.0292,1,1
3,-861.97,15,200,0.0263,0,0
4,-104.06,7,24,0.0305,1,1
5,-154.57,10,40,0.0265,1,1
6,-181.21,14,42,0.0278,1,1
7,-119.54,19,26,0.0310,1,1
8,-323.15,15,72,0.0281,1,1
9,-109.03,8,27,0.0281,1,2
10,-115.45,5,30,0.0277,1,2
11,-990.66,11,200,0.0295,0,0
12,-97.06,6,23,0.0288,1,1
13,-50.97,6,13,0.0255,1,1
14,-172.79,13,34,0.0303,1,1
15,-112.85,11,25,0.0302,1,1
16,-143.27,11,38,0.0246,1,1
17,-898.47,8,200,0.0279,0,0
18,-140.44,12,29,0.0313,1,1
19,-47.74,11,12,0.0284,1,1
20,-35.71,7,14,0.0197,1,1
21,-111.48,5,22,0.0338,1,1
22,-933.84,15,200,0.0277,0,0
23,-892.05,9,200,0.0270,0,0
24,-240.94,14,53,0.0295,1,1
25,-122.04,7,200,0.0257,0,2
26,-881.51,8,200,0.0261,0,0
27,-110.07,11,24,0.0283,1,1
28,-132.28,15,38,0.0247,1,1
29,-104.00,8,28,0.0255,1,2
30,-85.87,9,200,0.0267,0,4
31,-869.35,6,200,0.0267,0,0
32,-149.90,5,37,0.0274,1,1
33,-872.71,14,200,0.0271,0,0
34,-51.89,8,17,0.0216,1,1
35,-990.77,12,200,0.0295,0,0
36,-743.37,4,200,0.0238,0,0
37,-842.07,13,200,0.0267,0,0
38,-137.01,6,35,0.0266,1,1
39,-78.64,11,200,0.0286,0,6
40,-891.85,5,200,0.0272,0,0
41,-759.40,11,200,0.0239,0,0
42,-82.85,9,23,0.0238,1,2
43,-775.83,7,200,0.0251,0,0
44,-93.84,12,29,0.0243,1,1
45,-54.65,9,20,0.0219,1,1
46,-731.27,14,200,0.0240,0,0
47,-660.73,10,200,0.0223,0,0
48,-58.54,5,21,0.0203,1,1
49,-49.20,11,200,0.0207,0,6
50,-79.26,11,24,0.0259,1,1
51,-117.45,18,39,0.0202,1,1
52,-729.47,14,200,0.0250,0,0
53,-217.18,9,83,0.0183,1,1
54,-515.87,14,200,0.0187,0,0
55,-103.78,5,42,0.0185,1,1
56,-154.93,7,66,0.0185,1,1
57,-53.53,7,200,0.0172,0,6
58,-491.26,10,200,0.0193,0,0
59,-474.26,13,200,0.0177,0,0
60,-34.27,8,200,0.0150,0,3
61,-138.10,18,66,0.0162,1,1
62,-396.87,9,200,0.0156,0,0
63,-74.52,17,200,0.0205,0,2
64,-525.39,5,200,0.0184,0,0
65,-96.64,6,43,0.0170,1,1
66,-480.04,8,200,0.0178,0,0
67,-433.49,8,200,0.0159,0,0
68,-15.24,17,19,0.0091,1,1
69,-439.01,16,200,0.0161,0,0
70,-67.44,5,42,0.0155,1,1
71,-418.82,4,200,0.0168,0,0
72,-432.75,8,182,0.0182,1,1
73,-80.55,8,46,0.0170,1,1
74,-40.14,7,29,0.0132,1,3
75,-32.12,7,200,0.0128,0,6
76,-53.59,5,29,0.0178,1,1
77,-36.62,24,25,0.0172,1,1
78,-74.96,5,56,0.0127,1,1
79,-31.62,22,23,0.0130,1,1
80,-69.59,13,200,0.0171,0,2
81,-55.94,13,34,0.0150,1,1
82,-167.57,6,86,0.0154,1,1
83,-66.87,17,40,0.0146,1,1
84,-56.47,10,29,0.0193,1,1
85,-53.51,9,30,0.0164,1,1
86,-104.57,7,52,0.0166,1,1
87,-41.12,7,200,0.0154,0,5
88,-41.96,5,19,0.0200,1,2
89,-348.28,11,200,0.0145,0,0
90,-84.27,16,43,0.0162,1,1
91,-122.26,7,74,0.0155,1,1
92,-41.85,7,15,0.0202,1,2
93,-400.25,11,200,0.0149,0,0
94,-88.79,13,52,0.0153,1,1
95,-68.27,13,37,0.0166,1,1
96,-388.06,8,200,0.0154,0,0
97,-207.43,27,108,0.0169,1,1
98,-362.45,13,200,0.0153,0,0
99,-81.95,6,51,0.0148,1,1
100,-388.93,7,200,0.0156,0,0
101,-106.81,39,200,0.0150,0,3
102,-347.56,9,200,0.0142,0,0
103,-38.79,10,26,0.0141,1,1
104,-34.47,8,11,0.0268,1,1
105,-306.98,7,200,0.0136,0,0
106,-56.78,19,31,0.0163,1,1
107,-122.84,43,71,0.0161,1,1
108,-64.09,14,48,0.0122,1,1
109,-24.80,7,12,0.0209,1,1
110,-63.09,8,200,0.0199,0,2
111,-47.92,11,31,0.0179,1,1
112,-118.66,38,77,0.0144,1,1
113,-24.58,8,22,0.0142,1,1
114,-28.28,16,24,0.0145,1,1
115,-45.51,8,49,0.0102,1,1
116,-42.15,7,32,0.0128,1,1
117,-59.72,15,42,0.0141,1,1
118,-71.41,9,48,0.0158,1,1
119,-315.33,19,200,0.0131,0,0
120,-103.90,12,47,0.0217,1,1
121,-344.60,7,200,0.0141,0,0
122,-28.87,5,200,0.0141,0,5
123,-283.67,6,200,0.0120,0,0
124,-334.79,10,200,0.0141,0,0
125,-92.49,14,53,0.0156,1,1
126,-79.96,7,44,0.0178,1,1
127,-94.28,8,66,0.0134,1,1
128,-96.91,9,68,0.0132,1,1
129,-42.73,9,44,0.0102,1,1
130,-53.49,6,28,0.0168,1,1
131,-80.43,7,200,0.0138,0,3
132,-28.37,10,24,0.0137,1,1
133,-53.52,10,200,0.0213,0,3
134,-27.50,9,34,0.0115,1,1
135,-26.69,10,200,0.0086,0,4
136,-325.66,10,200,0.0132,0,0
137,-43.91,14,39,0.0101,1,1
138,-339.58,21,200,0.0137,0,0
139,-76.44,13,57,0.0127,1,1
140,-33.27,8,26,0.0136,1,1
141,-47.67,7,200,0.0216,0,3
142,-35.94,17,21,0.0192,1,1
143,-112.05,24,75,0.0145,1,1
144,-78.59,6,39,0.0181,1,1
145,-298.40,24,200,0.0124,0,0
146,-48.54,9,40,0.0133,1,1
147,-58.13,11,52,0.0124,1,1
148,-65.89,10,45,0.0145,1,1
149,-33.36,8,28,0.0137,1,1
150,-86.58,12,47,0.0169,1,1
151,-112.23,52,59,0.0184,1,1
152,1.26,9,10,0.0096,1,2
153,-366.56,4,200,0.0152,0,0
154,-15.17,10,14,0.0163,1,1
155,-77.62,43,44,0.0161,1,1
156,-32.86,12,30,0.0128,1,1
157,-377.07,12,200,0.0147,0,0
158,-57.32,5,200,0.0187,0,6
159,-17.42,14,20,0.0114,1,2
160,-106.26,10,69,0.0150,1,1
161,-60.59,13,44,0.0123,1,1
162,-62.19,5,58,0.0111,1,1
163,-63.79,11,34,0.0179,1,2
164,-375.57,8,200,0.0155,0,0
165,-329.53,15,200,0.0129,0,0
166,-348.60,7,200,0.0146,0,0
167,-43.54,18,34,0.0129,1,1
168,-28.29,5,200,0.0123,0,5
169,-47.35,21,200,0.0101,0,3
170,-51.31,15,30,0.0148,1,1
171,-91.12,9,59,0.0136,1,1
172,-25.34,5,26,0.0116,1,1
173,-34.73,23,27,0.0128,1,1
174,-60.82,7,31,0.0188,1,1
175,-11.70,7,13,0.0174,1,1
176,-17.62,7,10,0.0184,1,1
177,-55.10,8,40,0.0128,1,1
178,-118.47,52,78,0.0137,1,1
179,-49.41,17,25,0.0179,1,1
180,-39.00,13,15,0.0232,1,1
181,-320.08,11,200,0.0130,0,0
182,-25.49,7,200,0.0092,0,3
183,-115.41,10,60,0.0169,1,1
184,-88.62,9,56,0.0127,1,1
185,-69.72,5,34,0.0195,1,1
