episode,reward,mttd,mttr,fpr,csr,compromised
1,-29.03,8,11,0.0212,1,1
2,-115.34,9,23,0.0302,1,1
3,-96.60,17,27,0.0228,1,1
4,-70.87,8,16,0.0274,1,1
5,-122.93,4,36,0.0212,1,2
6,-75.03,9,23,0.0215,1,1
7,-61.72,6,14,0.0273,1,2
8,-55.51,9,200,0.0180,0,4
9,-152.85,9,36,0.0254,1,1
10,-124.34,7,27,0.0268,1,1
11,-62.79,5,25,0.0165,1,1
12,-121.87,11,28,0.0266,1,1
13,-60.10,8,19,0.0213,1,2
14,-247.83,7,64,0.0222,1,1
15,-128.15,11,32,0.0254,1,1
16,-115.28,5,21,0.0340,1,3
17,-157.37,6,42,0.0209,1,1
18,-109.30,17,200,0.0246,0,6
19,-163.96,5,46,0.0212,1,1
20,-88.70,5,21,0.0266,1,1
21,-90.27,9,200,0.0253,0,4
22,-72.67,9,14,0.0303,1,1
23,-76.77,5,200,0.0319,0,8
24,-851.97,11,200,0.0238,0,0
25,-80.10,9,22,0.0223,1,1
26,-78.70,13,15,0.0314,1,1
27,-65.89,7,200,0.0206,0,4
28,-865.90,12,200,0.0251,0,0
29,-42.19,9,10,0.0277,1,2
30,-822.45,11,200,0.0231,0,0
31,-75.86,4,20,0.0232,1,1
32,-105.61,12,28,0.0255,1,2
33,-51.01,4,16,0.0228,1,1
34,-101.73,4,26,0.0242,1,1
35,-855.01,7,200,0.0244,0,0
36,-847.42,9,200,0.0236,0,0
37,-131.07,28,28,0.0278,1,1
38,-143.58,12,39,0.0224,1,1
39,-87.83,11,200,0.0197,0,3
40,-472.11,6,126,0.0225,1,1
41,-86.99,12,28,0.0197,1,1
42,-130.72,9,27,0.0291,1,2
43,-774.63,13,200,0.0224,0,0
44,-763.92,14,200,0.0220,0,0
45,-131.51,7,40,0.0214,1,1
46,-73.63,6,23,0.0217,1,1
47,-795.88,24,200,0.0239,0,0
48,-113.73,12,42,0.0185,1,1
49,-327.80,10,88,0.0243,1,1
50,-22.49,5,11,0.0167,1,1
51,-147.50,6,38,0.0257,1,1
52,-61.63,6,200,0.0204,0,2
53,-108.59,6,24,0.0281,1,1
54,-133.78,9,36,0.0256,1,1
55,-219.23,17,59,0.0232,1,1
56,-118.87,9,36,0.0221,1,2
57,-178.01,8,45,0.0270,1,1
58,-101.31,5,200,0.0319,0,6
59,-156.89,6,41,0.0252,1,1
60,-930.13,4,200,0.0294,0,0
61,-69.59,5,18,0.0247,1,4
62,-464.68,9,109,0.0269,1,1
63,-330.86,8,73,0.0281,1,1
64,-233.98,8,47,0.0326,1,2
65,-10.87,4,4,0.0309,1,1
66,-234.16,5,59,0.0266,1,5
67,-355.44,9,77,0.0326,1,3
68,-511.07,10,130,0.0286,1,1
69,-540.94,7,120,0.0297,1,1
70,-169.68,15,39,0.0278,1,2
71,-108.78,5,19,0.0330,1,4
72,-199.06,7,45,0.0268,1,5
73,-151.74,11,34,0.0266,1,3
74,-130.15,10,30,0.0260,1,3
75,-199.55,9,43,0.0279,1,3
76,-357.22,11,80,0.0274,1,3
77,-171.94,4,39,0.0271,1,1
78,-850.46,10,200,0.0261,0,0
79,-656.42,6,152,0.0255,1,1
80,-400.83,6,106,0.0231,1,2
81,-62.27,12,200,0.0215,0,6
82,-379.51,7,85,0.0266,1,1
83,-190.89,19,47,0.0261,1,1
84,-146.45,4,200,0.0245,0,3
85,-253.25,14,65,0.0256,1,1
86,-380.88,6,88,0.0267,1,4
87,-306.08,13,74,0.0241,1,4
88,-387.91,5,89,0.0260,1,1
89,-900.60,11,200,0.0268,0,0
90,-167.71,9,46,0.0240,1,4
91,-323.82,9,78,0.0240,1,2
92,-248.80,7,56,0.0277,1,4
93,-206.47,5,51,0.0239,1,2
94,-345.31,22,86,0.0241,1,4
95,-90.62,7,24,0.0234,1,4
96,-188.55,5,44,0.0261,1,3
97,-108.51,17,28,0.0224,1,1
98,-438.45,8,102,0.0254,1,1
99,-124.82,9,32,0.0238,1,1
100,-222.57,23,53,0.0250,1,1
101,-74.86,5,200,0.0210,0,7
102,-273.04,7,65,0.0247,1,5
103,-407.54,7,104,0.0234,1,1
104,-154.70,7,36,0.0258,1,1
105,-307.95,14,67,0.0281,1,1
106,-426.95,11,105,0.0241,1,1
107,-302.82,11,72,0.0256,1,5
108,-438.73,8,96,0.0270,1,1
109,-424.77,10,97,0.0256,1,1
110,-386.63,11,99,0.0224,1,3
111,-247.38,4,55,0.0277,1,5
112,-37.74,8,10,0.0300,1,2
113,-131.43,6,34,0.0222,1,4
114,-295.45,8,63,0.0281,1,1
115,-43.26,8,14,0.0206,1,1
116,-169.07,7,46,0.0219,1,3
117,-242.03,10,52,0.0274,1,4
118,-811.86,9,200,0.0232,0,0
119,-101.40,8,28,0.0222,1,2
120,-521.40,8,140,0.0222,1,2
121,-96.68,13,26,0.0224,1,2
122,-238.91,13,50,0.0289,1,3
123,-158.38,11,37,0.0259,1,3
124,-164.74,13,200,0.0253,0,5
125,-97.30,9,23,0.0263,1,3
126,-213.81,7,49,0.0272,1,3
127,-435.12,8,104,0.0253,1,2
128,-60.04,9,12,0.0344,1,1
129,-567.63,10,131,0.0251,1,1
130,-133.34,8,27,0.0314,1,2
131,-323.24,8,80,0.0238,1,1
132,-366.36,12,89,0.0243,1,2
133,-386.23,9,96,0.0238,1,1
134,-102.46,13,200,0.0237,0,4
135,-125.76,17,27,0.0293,1,2
136,-244.74,5,59,0.0242,1,2
137,-252.10,18,60,0.0248,1,4
138,-99.13,7,26,0.0260,1,2
139,-105.73,10,24,0.0271,1,3
140,-108.83,12,32,0.0231,1,4
141,-132.63,6,36,0.0224,1,3
142,-898.28,16,200,0.0251,0,0
143,-144.88,6,35,0.0241,1,4
144,-188.42,10,48,0.0234,1,1
145,-533.09,11,116,0.0257,1,2
146,-164.89,5,36,0.0291,1,3
147,-171.07,9,43,0.0232,1,2
148,-110.11,4,25,0.0278,1,5
149,-850.24,9,200,0.0251,0,0
150,-207.39,7,57,0.0224,1,2
151,-305.70,11,72,0.0253,1,1
152,-87.01,7,200,0.0235,0,8
153,-191.27,9,54,0.0216,1,6
154,-176.61,9,43,0.0241,1,2
155,-182.73,10,44,0.0276,1,1
156,-62.28,14,200,0.0199,0,8
157,-69.90,7,17,0.0295,1,3
