episode,reward,mttd,mttr,fpr,csr,compromised
1,-1983.90,7,200,0.0512,0,0
2,-1983.27,6,200,0.0515,0,0
3,-1968.43,8,200,0.0508,0,0
4,-2034.14,11,200,0.0526,0,0
5,-1977.46,14,200,0.0510,0,0
6,-1996.77,5,200,0.0517,0,0
7,-2042.56,7,200,0.0526,0,0
8,-1957.53,6,200,0.0506,0,0
9,-37.82,5,5,0.0470,1,1
10,-156.95,8,200,0.0482,0,5
11,-1931.26,8,200,0.0503,0,0
12,-1972.81,16,200,0.0509,0,0
13,-1969.25,7,200,0.0512,0,0
14,-1990.75,9,200,0.0513,0,0
15,-1946.20,5,200,0.0503,0,0
16,-2029.78,7,200,0.0522,0,0
17,-163.02,7,18,0.0510,1,2
18,-2031.89,7,200,0.0527,0,0
19,-2013.54,8,200,0.0521,0,0
20,-2076.71,9,200,0.0535,0,0
21,-1947.75,7,200,0.0502,0,0
22,-1978.75,8,200,0.0511,0,0
23,-2005.24,6,200,0.0519,0,0
24,-1985.95,9,200,0.0512,0,0
25,-1967.54,8,200,0.0509,0,0
26,-163.40,11,200,0.0490,0,3
27,-1910.11,6,200,0.0490,0,0
28,-1942.01,6,200,0.0503,0,0
29,-2019.41,14,200,0.0520,0,0
30,-2012.67,8,200,0.0519,0,0
31,-2011.32,8,200,0.0518,0,0
32,-193.45,8,24,0.0447,1,1
33,-268.01,8,24,0.0595,1,1
34,-211.87,6,22,0.0524,1,1
35,-106.61,8,13,0.0474,1,1
36,-1878.99,5,200,0.0486,0,0
37,-1975.26,7,200,0.0510,0,0
38,-2030.87,5,200,0.0521,0,0
39,-2043.18,7,200,0.0527,0,0
40,-2042.71,10,200,0.0532,0,0
41,-1990.83,6,200,0.0517,0,0
42,-116.72,9,14,0.0473,1,1
43,-1962.55,8,200,0.0506,0,0
44,-1929.68,6,200,0.0499,0,0
45,-1959.65,7,200,0.0507,0,0
46,-2081.74,8,200,0.0536,0,0
47,-91.87,5,10,0.0527,1,1
48,-155.40,12,15,0.0565,1,1
49,-2062.05,7,200,0.0532,0,0
50,-2038.20,9,200,0.0523,0,0
51,-1994.96,16,200,0.0517,0,0
52,-1945.03,6,200,0.0502,0,0
53,-1905.98,13,200,0.0492,0,0
54,-115.21,9,12,0.0555,1,1
55,-1993.27,6,200,0.0516,0,0
56,-1957.04,7,200,0.0506,0,0
57,-137.59,6,200,0.0454,0,4
58,-383.48,11,39,0.0515,1,1
59,-175.02,13,19,0.0512,1,1
60,-75.90,6,10,0.0451,1,1
61,-236.93,7,24,0.0538,1,1
62,-218.35,8,23,0.0509,1,1
63,-186.88,8,21,0.0492,1,1
64,-2044.68,7,200,0.0526,0,0
65,-275.25,10,32,0.0459,1,1
66,-233.94,4,21,0.0592,1,1
67,-190.86,7,21,0.0499,1,1
68,-1958.54,6,200,0.0508,0,0
69,-1941.00,11,200,0.0500,0,0
70,-1956.50,6,200,0.0503,0,0
71,-215.82,10,22,0.0524,1,1
72,-252.97,6,26,0.0528,1,1
73,-251.50,7,24,0.0561,1,1
74,-328.25,6,33,0.0529,1,1
75,-2049.33,7,200,0.0530,0,0
76,-1957.31,13,200,0.0505,0,0
77,-246.69,10,29,0.0459,1,1
78,-2060.81,7,200,0.0534,0,0
79,-2003.05,7,200,0.0517,0,0
80,-1928.67,6,200,0.0498,0,0
81,-117.10,6,14,0.0484,1,1
82,-276.68,6,31,0.0470,1,1
83,-224.09,10,22,0.0551,1,1
84,-1967.44,5,200,0.0510,0,0
85,-1951.73,7,200,0.0504,0,0
86,-2015.31,8,200,0.0521,0,0
87,-1985.26,14,200,0.0514,0,0
88,-2007.52,7,200,0.0521,0,0
89,-2007.78,10,200,0.0521,0,0
90,-141.19,8,200,0.0438,0,4
91,-134.25,12,13,0.0583,1,2
