episode,reward,mttd,mttr,fpr,csr,compromised
1,-72.57,8,19,0.0263,1,2
2,-82.30,9,21,0.0273,1,4
3,-102.30,4,25,0.0264,1,3
4,-41.74,8,11,0.0271,1,1
5,-69.05,10,27,0.0218,1,2
6,-199.52,7,34,0.0343,1,3
7,-130.46,8,35,0.0276,1,1
8,-117.74,9,27,0.0273,1,3
9,-162.40,12,33,0.0293,1,1
10,-85.74,23,23,0.0236,1,2
11,-68.62,19,19,0.0250,1,1
12,-97.75,4,200,0.0280,0,5
13,-102.02,5,200,0.0300,0,3
14,-60.57,5,200,0.0242,0,8
15,-106.85,22,25,0.0294,1,2
16,-57.98,8,14,0.0355,1,3
17,-98.96,5,22,0.0278,1,3
18,-98.09,13,23,0.0288,1,2
19,-171.44,29,41,0.0281,1,1
20,-162.59,13,36,0.0304,1,3
21,-83.19,7,20,0.0306,1,3
22,-83.00,6,21,0.0276,1,2
23,-1.82,4,4,0.0138,1,1
24,-191.32,8,44,0.0286,1,1
25,-31.14,6,7,0.0343,1,2
26,-123.79,8,30,0.0268,1,3
27,-71.61,5,17,0.0310,1,1
28,-101.20,7,24,0.0279,1,2
29,-133.16,8,36,0.0236,1,1
30,-104.82,19,28,0.0261,1,4
31,-24.99,5,12,0.0191,1,2
32,-69.10,10,200,0.0213,0,7
33,-49.45,5,10,0.0388,1,2
34,-71.36,10,23,0.0237,1,1
35,-68.10,10,14,0.0287,1,3
36,-112.20,9,19,0.0353,1,3
37,-197.57,17,53,0.0237,1,1
38,-74.62,17,17,0.0288,1,1
39,-120.63,8,200,0.0295,0,2
40,-159.50,13,38,0.0280,1,1
41,-18.94,7,8,0.0218,1,2
42,-104.28,7,27,0.0248,1,3
43,-78.66,12,24,0.0225,1,4
44,-135.54,10,32,0.0264,1,3
45,-125.30,11,27,0.0299,1,3
46,-82.73,6,200,0.0311,0,7
47,-122.86,22,26,0.0285,1,2
48,-168.83,14,39,0.0294,1,2
49,-59.67,5,19,0.0215,1,4
50,-926.66,10,200,0.0268,0,0
51,-42.85,12,15,0.0222,1,3
52,-163.03,10,44,0.0265,1,3
53,-92.08,6,22,0.0250,1,3
54,-851.98,9,200,0.0266,0,0
55,-85.23,17,23,0.0318,1,3
56,-102.03,13,28,0.0269,1,4
57,-27.18,7,11,0.0209,1,3
58,-57.60,8,18,0.0237,1,2
59,-281.12,7,69,0.0243,1,1
60,-1.14,4,4,0.0232,1,2
61,-98.35,5,26,0.0253,1,2
62,-57.50,5,17,0.0250,1,1
63,-134.67,7,36,0.0230,1,2
64,-213.23,10,61,0.0238,1,1
65,-92.15,6,27,0.0237,1,1
66,-48.62,17,17,0.0238,1,1
67,-145.50,7,45,0.0220,1,3
68,-101.10,7,24,0.0285,1,3
69,-93.70,7,21,0.0296,1,2
70,-125.70,4,33,0.0262,1,3
71,-40.60,9,11,0.0321,1,3
72,-48.17,17,22,0.0184,1,4
73,-98.41,8,27,0.0262,1,3
74,-84.62,6,32,0.0191,1,3
75,-23.96,5,10,0.0193,1,4
76,-91.86,26,30,0.0235,1,2
77,-105.64,12,27,0.0266,1,3
78,-230.69,13,200,0.0275,0,5
79,-115.93,10,41,0.0197,1,1
80,-34.59,7,14,0.0280,1,2
81,-102.15,10,27,0.0290,1,2
82,-126.38,6,34,0.0237,1,2
83,-61.14,7,12,0.0335,1,2
84,-84.21,7,35,0.0217,1,3
85,-25.57,4,12,0.0238,1,3
86,3.18,5,5,0.0097,1,1
87,-60.99,12,18,0.0257,1,2
88,-92.64,11,36,0.0191,1,3
89,-120.98,9,50,0.0198,1,1
90,-42.54,12,19,0.0200,1,4
91,-40.02,8,21,0.0156,1,4
92,-85.62,10,28,0.0212,1,2
93,-168.96,11,65,0.0211,1,1
94,-623.56,9,200,0.0222,0,0
95,-3.74,9,10,0.0121,1,2
96,-46.84,8,22,0.0203,1,2
97,-35.38,9,24,0.0142,1,3
98,-189.66,6,56,0.0243,1,1
99,-26.29,12,17,0.0144,1,2
100,-24.49,12,14,0.0192,1,2
101,-457.62,144,144,0.0232,1,1
102,-84.20,6,25,0.0240,1,2
103,-27.94,7,12,0.0189,1,2
104,-42.12,9,22,0.0203,1,2
105,-103.68,11,30,0.0216,1,4
106,-2.82,4,4,0.0233,1,1
107,-96.94,11,200,0.0140,0,3
108,-94.62,38,38,0.0201,1,1
109,-135.05,12,51,0.0197,1,1
110,-62.19,8,27,0.0185,1,3
111,-13.85,8,11,0.0173,1,3
112,-32.14,16,27,0.0103,1,2
113,-78.18,18,50,0.0146,1,1
114,-115.19,10,49,0.0162,1,1
115,-484.53,20,200,0.0179,0,0
116,-61.62,29,30,0.0182,1,1
117,-105.17,10,51,0.0183,1,3
118,-109.90,7,37,0.0246,1,3
119,-123.52,27,49,0.0218,1,2
120,-29.86,7,24,0.0134,1,4
121,-178.86,9,77,0.0193,1,1
122,-147.43,7,66,0.0160,1,1
123,-32.11,8,20,0.0168,1,2
124,-15.54,8,14,0.0152,1,5
125,-90.26,11,200,0.0205,0,3
126,-31.89,26,33,0.0150,1,3
127,-56.22,10,21,0.0230,1,2
128,-250.26,7,119,0.0162,1,2
129,-499.52,17,200,0.0189,0,0
130,-35.04,10,200,0.0150,0,6
131,-79.02,9,49,0.0119,1,1
132,-60.49,7,29,0.0222,1,2
133,-134.97,7,66,0.0175,1,1
134,-104.52,12,70,0.0138,1,1
135,-153.93,5,76,0.0150,1,1
136,-39.40,7,26,0.0122,1,2
137,-60.38,10,32,0.0181,1,2
138,-61.90,9,35,0.0142,1,1
139,-146.84,5,83,0.0162,1,1
140,-115.57,11,55,0.0182,1,1
141,-13.94,11,16,0.0123,1,2
142,-449.38,8,200,0.0174,0,0
143,-60.27,9,32,0.0216,1,3
144,-81.16,13,32,0.0205,1,2
145,-19.54,17,17,0.0137,1,2
146,-43.22,18,29,0.0161,1,3
147,-56.67,11,40,0.0184,1,1
148,-44.84,14,36,0.0142,1,1
149,-405.65,31,200,0.0153,0,0
150,-159.85,14,71,0.0160,1,1
151,-24.75,4,16,0.0153,1,4
152,-87.57,16,46,0.0170,1,1
153,-71.50,14,41,0.0202,1,2
154,-333.70,12,200,0.0132,0,0
155,-80.74,7,36,0.0195,1,1
156,2.18,4,4,0.0175,1,1
157,-49.69,16,200,0.0123,0,6
158,-392.80,9,200,0.0164,0,0
159,-25.74,21,24,0.0117,1,2
160,-85.39,22,42,0.0172,1,2
161,-85.91,12,65,0.0136,1,1
162,-399.98,13,200,0.0163,0,0
163,-110.76,9,64,0.0138,1,1
164,-33.22,10,14,0.0172,1,4
165,-201.21,5,88,0.0179,1,1
166,-54.74,17,32,0.0174,1,2
167,-190.07,26,93,0.0159,1,1
168,-33.95,16,26,0.0172,1,1
169,-45.31,10,34,0.0151,1,2
170,-14.74,7,8,0.0210,1,2
171,-123.97,10,200,0.0148,0,5
172,-71.45,13,53,0.0170,1,2
173,-72.44,12,40,0.0163,1,1
174,-39.37,16,18,0.0197,1,1
175,-23.24,10,27,0.0151,1,2
176,-38.18,12,40,0.0115,1,2
177,-68.46,11,50,0.0119,1,2
178,-16.62,12,12,0.0123,1,1
179,-375.32,7,200,0.0154,0,0
180,-67.71,8,42,0.0149,1,1
181,-56.56,11,33,0.0158,1,5
182,-25.00,200,200,0.0191,0,5
183,-44.49,5,27,0.0179,1,3
184,-51.50,8,45,0.0114,1,4
185,-44.62,17,28,0.0165,1,1
186,-223.19,27,112,0.0172,1,1
187,-11.39,10,21,0.0110,1,3
188,-135.03,7,80,0.0137,1,1
189,-48.11,13,31,0.0128,1,2
190,-56.66,26,58,0.0120,1,2
191,-31.68,7,27,0.0113,1,2
192,-54.74,10,42,0.0135,1,4
193,-80.87,15,49,0.0143,1,1
194,-46.92,7,200,0.0135,0,6
195,-50.64,8,27,0.0156,1,3
196,-124.21,7,87,0.0136,1,1
197,-11.74,8,11,0.0122,1,2
198,3.12,7,16,0.0042,1,4
199,-42.45,13,200,0.0239,0,8
200,-45.14,16,31,0.0131,1,2
201,-422.16,5,200,0.0167,0,0
202,-28.61,6,31,0.0141,1,5
203,-40.62,25,25,0.0144,1,1
204,-39.80,12,24,0.0142,1,4
205,-75.36,4,38,0.0157,1,1
206,-24.12,15,200,0.0129,0,6
207,-190.62,103,103,0.0173,1,1
208,-280.44,5,200,0.0129,0,0
209,-57.60,5,44,0.0118,1,2
210,-82.70,12,55,0.0166,1,1
211,-80.22,19,33,0.0227,1,1
212,1.26,7,8,0.0138,1,2
213,-52.26,7,200,0.0147,0,5
214,-95.62,9,53,0.0168,1,2
215,-112.07,7,66,0.0175,1,1
216,-53.76,10,34,0.0175,1,1
217,-412.87,9,200,0.0159,0,0
218,-59.90,8,29,0.0195,1,2
219,-28.64,13,21,0.0146,1,2
220,-69.86,9,52,0.0110,1,1
221,-372.23,4,200,0.0155,0,0
222,-16.07,8,17,0.0147,1,2
223,-415.69,5,200,0.0162,0,0
224,-84.57,6,52,0.0144,1,1
225,-25.62,9,25,0.0150,1,3
226,-76.14,12,70,0.0133,1,2
227,-39.43,4,26,0.0157,1,1
228,-70.50,7,39,0.0165,1,2
229,-80.62,10,200,0.0186,0,7
230,-69.62,6,32,0.0184,1,3
231,-3.87,6,11,0.0133,1,4
232,-14.62,19,19,0.0141,1,1
233,-36.12,15,200,0.0215,0,8
234,-102.07,11,45,0.0187,1,1
235,-93.68,6,63,0.0138,1,1
236,-56.68,14,32,0.0158,1,2
237,-130.11,8,67,0.0158,1,1
238,-83.52,23,36,0.0245,1,1
239,-29.96,11,200,0.0120,0,5
240,-7.74,14,14,0.0120,1,2
241,-11.10,8,12,0.0133,1,2
242,-60.34,6,42,0.0166,1,2
243,-62.13,19,41,0.0133,1,2
244,-51.05,21,26,0.0194,1,2
245,-1.74,9,9,0.0204,1,2
246,-47.13,14,200,0.0121,0,6
247,-32.78,21,25,0.0165,1,3
248,-83.52,13,50,0.0167,1,2
249,-64.12,14,41,0.0153,1,3
250,-47.56,6,27,0.0138,1,4
251,-76.72,12,200,0.0156,0,3
252,-80.93,25,55,0.0156,1,4
253,-48.12,7,200,0.0184,0,4
254,-26.98,18,22,0.0138,1,3
255,-28.23,11,17,0.0149,1,3
256,-313.05,23,200,0.0133,0,0
257,-70.72,20,48,0.0140,1,3
258,-114.62,79,79,0.0125,1,1
259,-71.98,12,50,0.0128,1,1
260,-108.75,15,92,0.0141,1,3
261,-115.44,9,66,0.0186,1,3
262,-17.01,8,25,0.0104,1,1
263,-78.56,10,41,0.0147,1,1
264,-337.55,13,200,0.0152,0,0
265,-118.85,21,82,0.0136,1,1
266,-58.44,12,27,0.0161,1,2
267,-305.13,17,200,0.0119,0,0
268,-61.61,6,55,0.0114,1,2
269,-120.34,17,69,0.0182,1,2
270,-101.45,5,57,0.0172,1,1
