episode,reward,mttd,mttr,fpr,csr,compromised
1,-48.20,8,24,0.0129,1,1
2,-13.88,14,16,0.0078,1,1
3,-25.89,9,18,0.0100,1,1
4,-37.16,8,27,0.0096,1,2
5,-7.18,7,11,0.0086,1,2
6,-80.03,5,48,0.0098,1,1
7,-31.83,13,23,0.0096,1,1
8,-58.73,9,27,0.0126,1,1
9,-31.00,4,20,0.0108,1,2
10,-20.64,11,16,0.0103,1,2
11,-17.10,10,13,0.0112,1,3
12,-16.28,4,13,0.0112,1,2
13,-51.43,9,33,0.0093,1,1
14,-19.05,10,13,0.0116,1,3
15,-30.75,10,17,0.0118,1,2
16,-32.45,5,200,0.0104,0,7
17,-58.17,9,30,0.0113,1,1
18,-58.93,16,200,0.0110,0,5
19,-71.87,14,34,0.0119,1,1
20,-48.08,7,31,0.0100,1,2
21,-4.02,5,5,0.0130,1,1
22,-57.11,6,35,0.0104,1,1
23,-38.67,7,27,0.0091,1,2
24,-34.82,6,22,0.0102,1,2
25,-35.62,4,200,0.0087,0,5
26,-37.71,11,23,0.0107,1,2
27,-19.53,10,22,0.0071,1,5
28,-49.68,5,27,0.0119,1,1
29,-29.27,9,21,0.0100,1,3
30,5.09,4,4,0.0050,1,1
31,-41.75,10,29,0.0100,1,2
32,-26.75,4,20,0.0098,1,1
33,-37.89,5,29,0.0083,1,1
34,-12.95,12,13,0.0092,1,2
35,-32.57,5,200,0.0084,0,7
36,-16.06,7,13,0.0108,1,4
37,-446.51,8,200,0.0114,0,0
38,-54.49,8,32,0.0097,1,1
39,-43.93,24,24,0.0117,1,1
40,-4.62,5,9,0.0095,1,2
41,-60.94,12,27,0.0139,1,4
42,-25.00,7,19,0.0090,1,1
43,-22.99,12,18,0.0117,1,1
44,-417.73,8,200,0.0104,0,0
45,-51.98,4,29,0.0112,1,2
46,-57.34,6,36,0.0103,1,2
47,-29.87,5,18,0.0120,1,1
48,-33.27,5,21,0.0110,1,3
49,-40.84,8,30,0.0085,1,1
50,-17.30,9,15,0.0093,1,2
51,-34.25,12,30,0.0080,1,2
52,-11.61,7,9,0.0122,1,1
53,-33.16,8,21,0.0103,1,1
54,-34.09,11,28,0.0093,1,2
55,-65.50,12,38,0.0101,1,1
56,-38.45,7,26,0.0089,1,1
57,-26.34,7,19,0.0097,1,1
58,-16.27,7,13,0.0108,1,2
59,-22.50,6,15,0.0110,1,1
60,-42.39,7,26,0.0108,1,1
61,-81.89,6,42,0.0111,1,1
62,-56.86,6,28,0.0118,1,2
63,-26.30,8,17,0.0112,1,2
64,-9.40,7,10,0.0105,1,1
65,-22.13,8,19,0.0092,1,1
