episode,reward,mttd,mttr,fpr,csr,compromised
1,-919.90,8,200,0.0287,0,0
2,-121.86,4,32,0.0269,1,2
3,-132.29,5,30,0.0273,1,1
4,-90.25,9,24,0.0284,1,3
5,-207.36,17,53,0.0238,1,1
6,-65.95,11,200,0.0251,0,5
7,-232.07,5,49,0.0294,1,1
8,-166.23,10,38,0.0291,1,1
9,-76.97,7,17,0.0293,1,3
10,-116.85,4,33,0.0235,1,1
11,-929.19,10,200,0.0280,0,0
12,-63.58,19,22,0.0238,1,2
13,-297.95,19,67,0.0278,1,1
14,-175.60,12,50,0.0231,1,1
15,-91.61,9,24,0.0235,1,1
16,-82.81,15,26,0.0233,1,1
17,-183.19,8,39,0.0289,1,1
18,-79.05,11,19,0.0259,1,1
19,-111.77,11,24,0.0315,1,1
20,-102.27,8,19,0.0334,1,1
21,-66.29,12,14,0.0318,1,1
22,-93.14,9,25,0.0301,1,1
23,-77.39,5,15,0.0305,1,2
24,-86.29,5,24,0.0231,1,1
25,-63.11,6,200,0.0235,0,5
26,-107.09,5,34,0.0237,1,2
27,-128.58,5,34,0.0274,1,1
28,-122.64,8,34,0.0215,1,2
29,-170.96,5,37,0.0271,1,1
30,-86.16,7,24,0.0225,1,1
31,-185.10,9,45,0.0280,1,1
32,-923.98,8,200,0.0282,0,0
33,-276.32,11,65,0.0275,1,1
34,-57.62,15,15,0.0250,1,1
35,-63.16,4,19,0.0214,1,1
36,-185.15,14,48,0.0244,1,1
37,-54.65,7,16,0.0271,1,5
38,-166.16,7,34,0.0290,1,2
39,-118.11,8,29,0.0276,1,2
40,-85.84,5,24,0.0258,1,1
41,-150.45,5,33,0.0302,1,1
42,-264.78,7,76,0.0243,1,1
43,-51.65,5,13,0.0263,1,2
44,-86.04,13,18,0.0291,1,2
45,-73.41,10,23,0.0228,1,3
46,-75.82,8,22,0.0245,1,3
47,-873.19,7,200,0.0267,0,0
48,-49.12,7,12,0.0338,1,1
49,-164.31,11,39,0.0279,1,1
50,-923.43,7,200,0.0274,0,0
51,-166.89,16,46,0.0230,1,1
52,-154.58,9,40,0.0250,1,1
53,-111.96,7,32,0.0251,1,1
54,-189.55,17,40,0.0297,1,2
55,-113.46,7,35,0.0234,1,1
56,-167.35,16,200,0.0274,0,3
57,-112.10,12,30,0.0267,1,1
58,-61.81,6,16,0.0269,1,3
