episode,reward,mttd,mttr,fpr,csr,compromised
1,-997.61,8,200,0.0303,0,0
2,-121.44,8,200,0.0316,0,3
3,-155.48,14,36,0.0297,1,1
4,-99.09,9,20,0.0322,1,1
5,-119.56,8,200,0.0283,0,3
6,-159.58,15,38,0.0290,1,1
7,-944.94,16,200,0.0289,0,0
8,-91.56,6,27,0.0228,1,1
9,-118.89,6,24,0.0283,1,1
10,-931.52,14,200,0.0289,0,0
11,-7.82,4,4,0.0265,1,1
12,-104.29,12,200,0.0351,0,4
13,-133.28,4,200,0.0254,0,3
14,-166.40,5,37,0.0291,1,1
15,-98.29,7,17,0.0365,1,2
16,-909.75,10,200,0.0281,0,0
17,-34.33,5,9,0.0283,1,1
18,-115.49,18,20,0.0345,1,2
19,-33.62,13,13,0.0230,1,1
20,-863.77,13,200,0.0268,0,0
21,-57.81,4,18,0.0234,1,1
22,-48.98,7,14,0.0233,1,1
23,-78.44,13,200,0.0301,0,6
24,-168.43,5,40,0.0283,1,1
25,-185.34,12,39,0.0287,1,1
26,-161.02,7,44,0.0237,1,1
27,-53.37,7,12,0.0295,1,2
28,-116.80,10,30,0.0257,1,1
29,-24.82,4,4,0.0426,1,1
30,-84.89,10,28,0.0236,1,1
31,-143.61,5,37,0.0259,1,1
32,-903.68,7,200,0.0274,0,0
33,-120.68,6,28,0.0269,1,1
34,-88.62,20,21,0.0240,1,1
35,-83.24,10,200,0.0271,0,6
36,-42.41,7,200,0.0192,0,6
37,-180.00,6,42,0.0274,1,1
38,-23.92,7,10,0.0231,1,4
39,-111.10,18,21,0.0326,1,3
40,-101.18,8,33,0.0251,1,1
41,-134.45,4,33,0.0274,1,1
42,-59.94,6,18,0.0262,1,2
43,-90.91,7,25,0.0243,1,1
44,-60.49,7,15,0.0258,1,4
45,-1043.03,5,200,0.0298,0,0
46,-183.83,9,43,0.0287,1,1
47,-129.04,7,30,0.0276,1,1
48,-888.05,9,200,0.0267,0,0
49,-143.46,8,39,0.0262,1,1
50,-190.57,10,36,0.0338,1,1
51,-110.70,6,30,0.0217,1,1
52,-17.44,5,9,0.0214,1,3
53,-217.98,8,47,0.0276,1,1
54,-136.84,8,27,0.0296,1,1
